,state,county,parameter,year,observation_count,exceptional_data_count,null_observation_count,arithmetic_mean,standard_deviation
16,Alabama,Jefferson,PM10 Total 0-10um STP,2014.1190476190477,2304.464285714286,712.8333333333334,186.71428571428572,19.02240414285714,10.789991190476194
17,Alabama,Jefferson,PM2.5 - Local Conditions,2014.1052631578948,333.3859649122807,232.85087719298247,69.46491228070175,10.615215912280727,4.412237666666663
18,Alabama,Jefferson,Sulfur dioxide,2014.0,4518.675,0.0,563.45,2.2210722249999995,2.78934895
19,Alabama,Limestone,Lead (TSP) LC,2012.0,58.0,0.0,4.0,0.006362,0.006212
20,Alabama,Madison,Ozone,2014.0,5410.875,0.0,20.85,0.045290125,0.010008149999999999
21,Alabama,Madison,PM10 Total 0-10um STP,2014.095238095238,102.33333333333333,57.333333333333336,3.761904761904762,14.974111333333337,7.104990428571429
22,Alabama,Madison,PM2.5 - Local Conditions,2014.4285714285713,100.57142857142857,0.0,3.857142857142857,8.410253571428575,3.921983714285713
23,Alabama,Mobile,Ozone,2014.0,5092.075,0.0,141.85,0.04089470000000002,0.011861
24,Alabama,Mobile,PM10 Total 0-10um STP,2013.0,44.0,0.0,17.5,18.775635166666667,7.270598166666666
25,Alabama,Mobile,PM2.5 - Local Conditions,2014.0,115.6,0.0,6.0,8.505273199999998,3.492873799999999
26,Alabama,Mobile,Sulfur dioxide,2016.0,21724.2,0.0,3398.4,0.9899623999999999,1.4456814000000002
27,Alabama,Montgomery,Ozone,2014.0,5347.25,0.0,77.85,0.0426084,0.0106983
28,Alabama,Montgomery,PM10 Total 0-10um STP,2014.0,32.285714285714285,0.0,28.714285714285715,16.074063,7.584959285714286
29,Alabama,Montgomery,PM2.5 - Local Conditions,2014.0,87.0,0.0,5.2,9.373391699999999,3.7719371000000015
30,Alabama,Morgan,Ozone,2014.0,5338.1,0.0,75.1,0.044109249999999996,0.010721799999999997
31,Alabama,Morgan,PM2.5 - Local Conditions,2014.0,120.6,0.0,1.4,8.595480600000002,3.565895599999999
32,Alabama,Pike,Lead (TSP) LC,2014.0,56.6,0.0,4.2,0.1797302,0.2901719
33,Alabama,Russell,Ozone,2014.0,5313.55,0.0,83.45,0.04239455,0.010839749999999999
34,Alabama,Russell,PM2.5 - Local Conditions,2014.0,109.2,0.0,6.2,10.144304799999997,4.237151999999999
35,Alabama,Shelby,Ozone,2014.0,5347.8,0.0,75.7,0.044031999999999995,0.012085199999999999
36,Alabama,Shelby,PM2.5 - Local Conditions,2013.5,95.75,0.0,9.5,9.295044749999997,3.57580825
37,Alabama,Sumter,Ozone,2014.5,5109.1875,0.0,125.5,0.03689431249999999,0.010413562500000001
38,Alabama,Talladega,PM2.5 - Local Conditions,2014.0,112.4,0.0,11.0,9.457652600000003,3.8612294
39,Alabama,Tuscaloosa,Ozone,2014.0,5313.7,0.0,83.9,0.0392325,0.01060945
40,Alabama,Tuscaloosa,PM2.5 - Local Conditions,2014.0,111.0,0.0,10.8,8.7774064,3.5066238000000007
41,Alabama,Tuscaloosa,Sulfur dioxide,2013.0,21041.4,0.0,4038.8,0.514325,0.763378
42,Alaska,Anchorage ,Carbon monoxide,2013.3,4154.85,0.0,38.1,0.6929465999999999,0.5928975
43,Alaska,Anchorage ,Lead (TSP) LC,2012.0,45.0,0.0,3.0,0.054547,0.0302305
44,Alaska,Anchorage ,Ozone,2012.0,6711.25,0.0,17.25,0.02701225,0.009646
45,Alaska,Anchorage ,PM10 Total 0-10um STP,2013.7708333333333,3846.2916666666665,3.0,199.70833333333334,21.220142666666668,22.47657372916667
46,Alaska,Anchorage ,PM2.5 - Local Conditions,2013.8666666666666,1945.1866666666667,5.04,82.08,5.653883199999998,4.648380586666664
47,Alaska,Denali ,Ozone,2014.0,7885.0,0.0,31.15,0.033099050000000005,0.0096687
48,Alaska,Fairbanks North Star ,Carbon monoxide,2013.625,6609.8125,0.0,136.75,0.56743075,0.42780168749999997
49,Alaska,Fairbanks North Star ,Nitrogen dioxide (NO2),2015.0,6598.333333333333,0.0,721.0,18.016335833333333,13.944620833333333
50,Alaska,Fairbanks North Star ,Ozone,2014.0,7446.0,0.0,198.55,0.02630525000000001,0.010139700000000001
51,Alaska,Fairbanks North Star ,PM10 Total 0-10um STP,2014.2105263157894,3200.5789473684213,13.052631578947368,174.52631578947367,21.813534210526317,18.612634210526316
52,Alaska,Fairbanks North Star ,PM2.5 - Local Conditions,2013.7906976744187,84.67441860465117,1.7674418604651163,4.8604651162790695,13.172376046511616,14.045609674418625
53,Alaska,Fairbanks North Star ,Sulfur dioxide,2014.0,24111.76,0.0,964.48,8.090595960000002,6.919994760000001
54,Alaska,Juneau ,PM10 Total 0-10um STP,2014.0,56.4,0.0,2.9,7.9672635,6.3834293
55,Alaska,Juneau ,PM2.5 - Local Conditions,2014.3636363636363,1457.939393939394,0.0,87.66666666666667,6.464176909090911,6.283419121212125
56,Alaska,Kenai Peninsula ,PM10 Total 0-10um STP,2013.2,1496.3,0.0,328.1,15.545737899999997,22.346926500000002
57,Alaska,Kenai Peninsula ,PM2.5 - Local Conditions,2013.4,747.12,3.6,255.4,7.109739040000002,12.954097919999999
58,Alaska,Matanuska-Susitna ,Ozone,2014.25,5121.8125,0.0,166.875,0.028842937500000006,0.008535187500000001
59,Alaska,Matanuska-Susitna ,PM10 Total 0-10um STP,2014.1153846153845,3763.596153846154,7.884615384615385,304.38461538461536,13.983306980769235,20.880180096153843
60,Alaska,Matanuska-Susitna ,PM2.5 - Local Conditions,2013.7121212121212,1425.7424242424242,4.287878787878788,64.75757575757575,5.229251780303028,6.020082446969696
61,Arizona,Apache,PM10 Total 0-10um STP,2014.0,5824.866666666667,5705.466666666666,63.333333333333336,15.487045599999998,13.707612800000001
62,Arizona,Apache,PM2.5 - Local Conditions,2014.25,50.125,50.125,8.375,2.7416055,1.7940165000000001
63,Arizona,Cochise,Ozone,2014.0,7955.55,0.0,55.7,0.04968134999999999,0.008610449999999999
64,Arizona,Cochise,PM10 Total 0-10um STP,2013.7142857142858,3906.3928571428573,3.0,242.78571428571428,26.507284821428566,25.378200964285718
65,Arizona,Cochise,PM2.5 - Local Conditions,2013.9285714285713,1184.392857142857,0.0,92.89285714285714,6.107481892857143,3.125081464285714
66,Arizona,Coconino,Ozone,2014.0,7074.725,0.0,36.275,0.049879275000000015,0.008078674999999997
67,Arizona,Coconino,PM10 Total 0-10um STP,2012.2,2208.6,2140.0,427.6,20.988255,11.941934
68,Arizona,Coconino,PM2.5 - Local Conditions,2012.5,60.0,0.0,1.5,5.415000000000001,2.424134
69,Arizona,Gila,Lead (TSP) LC,2014.125,57.1875,0.0,3.5,0.07426231250000001,0.075871
70,Arizona,Gila,Ozone,2014.2857142857142,6315.071428571428,1.7142857142857142,29.5,0.052289321428571435,0.010179357142857143
71,Arizona,Gila,PM10 Total 0-10um STP,2013.9166666666667,2894.1041666666665,0.7916666666666666,148.75,25.7017978125,22.008459812500003
72,Arizona,Gila,Sulfur dioxide,2014.2222222222222,4989.444444444444,0.0,118.97222222222223,12.397140249999993,18.37284093055557
73,Arizona,La Paz,Carbon monoxide,2016.0,2921.0,0.0,4.5,0.140893,0.05037
74,Arizona,La Paz,Nitrogen dioxide (NO2),2015.0,5567.666666666667,0.0,267.6666666666667,1.4443180000000002,0.7975153333333335
75,Arizona,La Paz,Ozone,2014.0,6393.5,0.0,106.4,0.051771199999999996,0.0090029
76,Arizona,La Paz,PM10 Total 0-10um STP,2015.0,4345.333333333333,0.0,212.33333333333334,12.569325,16.379258833333335
77,Arizona,La Paz,PM2.5 - Local Conditions,2015.0,1896.0666666666666,0.0,127.66666666666667,1.8119203333333334,3.1256324666666675
78,Arizona,La Paz,Sulfur dioxide,2015.0,3230.0,0.0,168.16666666666666,1.10281225,0.35409125
79,Arizona,Maricopa,Carbon monoxide,2014.0857142857142,5714.692857142857,0.0,86.47142857142858,0.43084698571428587,0.2727887142857142
80,Arizona,Maricopa,Lead (TSP) LC,2014.0,40.4,0.0,4.0,0.026646799999999998,0.0174914
81,Arizona,Maricopa,Lead PM10 LC FRM/FEM,2014.0,54.4,0.0,0.2,0.0037624,0.004527
82,Arizona,Maricopa,Nitrogen dioxide (NO2),2014.2,8136.4,0.0,246.8,26.743055050000006,11.33536568333333
83,Arizona,Maricopa,Ozone,2014.0757575757575,7519.267045454545,57.06818181818182,38.071969696969695,0.051429024621212106,0.011098535984848511
84,Arizona,Maricopa,PM10 Total 0-10um STP,2013.6709129511678,4184.980891719745,57.13375796178344,76.44798301486199,33.13290092144373,30.866140377919308
85,Arizona,Maricopa,PM2.5 - Local Conditions,2013.9462686567165,1309.244776119403,0.01791044776119403,41.680597014925375,8.477870934328356,5.955550217910446
86,Arizona,Maricopa,Sulfur dioxide,2014.0,5018.683333333333,0.0,149.53333333333333,1.2910072499999998,0.9919689166666665
87,Arizona,Mohave,PM10 Total 0-10um STP,2013.5357142857142,1783.5,20.357142857142858,33.07142857142857,18.615951035714286,15.20378017857143
88,Arizona,Mohave,PM2.5 - Local Conditions,2014.0,40.0,40.0,0.4,3.952918199999999,2.407645
89,Arizona,Navajo,Ozone,2014.0,7873.75,0.0,63.55,0.04878805000000001,0.008825
90,Arizona,Navajo,PM10 Total 0-10um STP,2014.0,5662.8,5547.6,54.4,16.3127236,12.601498466666667
91,Arizona,Pima,Carbon monoxide,2014.0,6899.86,0.0,53.02,0.26989118,0.16250572000000002
92,Arizona,Pima,Lead (TSP) LC,2014.375,43.875,0.0,1.5,0.0034075,0.0014489999999999998
93,Arizona,Pima,Nitrogen dioxide (NO2),2014.0,8323.7,0.0,435.9,16.255508400000004,8.4711517
94,Arizona,Pima,Ozone,2014.0,8072.5375,0.0,18.68125,0.04547003125,0.0095457
95,Arizona,Pima,PM10 Total 0-10um STP,2013.803738317757,2886.0467289719627,3.308411214953271,86.8785046728972,26.397483121495316,20.406994018691577
96,Arizona,Pima,PM2.5 - Local Conditions,2014.155844155844,719.8181818181819,0.0,14.87012987012987,5.458811480519484,2.7668214025974023
97,Arizona,Pima,Sulfur dioxide,2014.0,24663.2,0.0,503.8,0.28311635999999996,0.38744555999999997
98,Arizona,Pinal,Ozone,2014.0740740740741,6813.925925925926,0.4444444444444444,55.77777777777778,0.04938327777777782,0.010229537037037035
99,Arizona,Pinal,PM10 Total 0-10um STP,2014.0129032258064,3646.2419354838707,89.28709677419354,99.38709677419355,47.829750674193626,61.68694576451616
100,Arizona,Pinal,PM2.5 - Local Conditions,2014.1140939597315,412.9261744966443,60.45637583892618,28.2751677852349,10.674391744966442,5.726752711409386
101,Arizona,Santa Cruz,PM10 Total 0-10um STP,2013.6666666666667,3096.5555555555557,2.888888888888889,446.6666666666667,39.83500833333333,31.62877
102,Arizona,Santa Cruz,PM2.5 - Local Conditions,2013.878787878788,758.4242424242424,0.18181818181818182,75.9090909090909,8.986224015151517,7.279840848484848
103,Arizona,Yavapai,Ozone,2014.0,6005.5,0.0,70.85,0.049343099999999994,0.009154300000000002
104,Arizona,Yavapai,PM10 Total 0-10um STP,2012.5,56.5,0.0,7.5,12.230878,7.536609
105,Arizona,Yavapai,PM2.5 - Local Conditions,2012.5,58.5,0.0,4.0,4.309702,2.0691094999999997
106,Arizona,Yuma,Ozone,2014.0,6081.75,0.0,50.6,0.05015825,0.011101800000000004
107,Arizona,Yuma,PM10 Total 0-10um STP,2013.8181818181818,4445.318181818182,14.0,113.45454545454545,42.88537586363636,52.75546581818182
108,Arizona,Yuma,PM2.5 - Local Conditions,2013.6842105263158,1121.2631578947369,0.3684210526315789,88.89473684210526,6.850554394736841,5.472689789473684
109,Arkansas,Arkansas,PM2.5 - Local Conditions,2013.6666666666667,106.66666666666667,0.0,2.3333333333333335,9.273257499999998,4.369926333333333
110,Arkansas,Ashley,PM2.5 - Local Conditions,2014.0,117.4,0.0,2.4,8.851121399999997,4.1573177999999995
111,Arkansas,Clark,Ozone,2014.0,7380.35,0.0,232.85,0.03992235000000001,0.010552800000000001
112,Arkansas,Crittenden,Nitrogen dioxide (NO2),2014.0,8489.4,0.0,39.4,13.428064000000001,7.991726
113,Arkansas,Crittenden,Ozone,2014.0,8107.0,0.0,3.1,0.043916250000000004,0.01192545
114,Arkansas,Crittenden,PM2.5 - Local Conditions,2014.0,120.0,0.0,1.0,9.282369600000004,4.545083399999999
115,Arkansas,Faulkner,PM2.5 - Local Conditions,2012.0,44.5,0.0,0.0,9.799339000000002,3.7143565
116,Arkansas,Garland,PM2.5 - Local Conditions,2014.0,80.7,0.0,0.7,9.451618600000003,4.200920299999999
117,Arkansas,Jackson,PM2.5 - Local Conditions,2014.0,113.6,0.0,4.8,8.934769200000002,4.646153800000002
118,Arkansas,Newton,Ozone,2014.0,8115.35,0.0,3.0,0.04271335,0.009700249999999999
119,Arkansas,Phillips,PM2.5 - Local Conditions,2012.0,59.0,0.0,0.0,9.332203,3.600213
120,Arkansas,Polk,Ozone,2014.0,7976.0,0.0,15.65,0.044661400000000004,0.009932350000000001
121,Arkansas,Polk,PM2.5 - Local Conditions,2014.0,118.2,0.0,1.2,9.178101799999999,4.436925400000001
122,Arkansas,Pope,PM2.5 - Local Conditions,2012.0,57.0,0.0,0.0,8.731579,3.452337
123,Arkansas,Pulaski,Carbon monoxide,2013.625,8732.0625,0.0,8.9375,0.375810875,0.151204375
124,Arkansas,Pulaski,Lead PM10 LC FRM/FEM,2014.0,48.4,0.0,3.9,0.0018963,0.0018429999999999998
125,Arkansas,Pulaski,Nitrogen dioxide (NO2),2014.0,8720.2,0.0,31.6,15.7435202,9.405241100000001
126,Arkansas,Pulaski,Ozone,2013.857142857143,8112.857142857143,0.0,3.1607142857142856,0.04193673214285714,0.011913821428571428
127,Arkansas,Pulaski,PM10 Total 0-10um STP,2014.0,75.73333333333333,0.0,0.8666666666666667,18.682536799999998,8.658468466666667
128,Arkansas,Pulaski,PM2.5 - Local Conditions,2013.8947368421052,163.1578947368421,0.0,1.105263157894737,10.392584157894735,4.828037210526316
129,Arkansas,Pulaski,Sulfur dioxide,2013.625,5181.0,0.0,9.0625,1.4158174374999999,0.9356212812499999
130,Arkansas,Union,PM2.5 - Local Conditions,2014.0,119.2,0.0,0.6,9.428270800000004,4.3266241999999995
131,Arkansas,Union,Sulfur dioxide,2014.0,5160.05,0.0,9.6,2.23992105,3.5028732499999995
132,Arkansas,Washington,Ozone,2014.0,7930.2,0.0,16.95,0.044154650000000004,0.0099308
133,Arkansas,Washington,PM2.5 - Local Conditions,2014.0,114.4,0.0,3.2,8.6922754,3.9692272000000015
134,California,Alameda,Carbon monoxide,2014.357142857143,8055.071428571428,0.0,119.67857142857143,0.42069225000000016,0.2298666428571428
135,California,Alameda,Nitrogen dioxide (NO2),2014.2083333333333,7703.416666666667,0.0,190.95833333333334,15.562418791666671,8.261446791666666
136,California,Alameda,Ozone,2014.2173913043478,7090.652173913043,159.18478260869566,49.82608695652174,0.033778815217391296,0.01008566304347826
137,California,Alameda,PM2.5 - Local Conditions,2014.2631578947369,1815.5684210526315,0.0,22.389473684210525,8.641273347368426,5.233965389473686
138,California,Alameda,Sulfur dioxide,2014.0,4623.5,0.0,190.6,1.0309291000000003,1.4266499
139,California,Amador,Ozone,2014.0,7972.0,0.0,80.65,0.044246400000000005,0.014714499999999997
140,California,Butte,Carbon monoxide,2013.6666666666667,6681.083333333333,0.0,165.66666666666666,0.2698918333333334,0.20106975000000002
141,California,Butte,Nitrogen dioxide (NO2),2013.6666666666667,6864.833333333333,0.0,307.8333333333333,12.140097666666668,7.067682333333331
142,California,Butte,Ozone,2013.8181818181818,7315.454545454545,0.0,98.1590909090909,0.0441475909090909,0.012273886363636362
143,California,Butte,PM10 Total 0-10um STP,2014.1,2027.0,0.0,31.1,19.720350000000003,12.7253692
144,California,Butte,PM2.5 - Local Conditions,2013.5,257.0,0.5,28.25,8.968419374999998,6.473431000000002
145,California,Calaveras,Ozone,2014.0,7980.5,0.0,97.2,0.04536515,0.014260849999999997
146,California,Calaveras,PM10 Total 0-10um STP,2014.3333333333333,2239.6666666666665,0.0,49.0,14.313257,12.844697333333334
147,California,Calaveras,PM2.5 - Local Conditions,2014.0,1984.76,0.0,43.16,8.165948720000001,7.91066188
148,California,Colusa,Ozone,2014.0,7887.85,0.0,99.85,0.0400564,0.011131549999999999
149,California,Colusa,PM10 Total 0-10um STP,2014.5714285714287,1209.5714285714287,0.0,24.428571428571427,21.45484742857143,15.432390714285713
150,California,Colusa,PM2.5 - Local Conditions,2014.0,1768.94,1611.48,145.16,7.011094779999995,6.5892401999999946
151,California,Contra Costa,Carbon monoxide,2014.0,8356.466666666667,0.0,77.03333333333333,0.3380989000000001,0.13191346666666665
152,California,Contra Costa,Nitrogen dioxide (NO2),2014.0,7767.95,0.0,143.95,11.094065325000004,6.925481725000002
153,California,Contra Costa,Ozone,2014.0,7298.6625,0.0,35.5875,0.03730241250000001,0.010636700000000002
154,California,Contra Costa,PM10 Total 0-10um STP,2014.125,41.5,0.0,0.375,14.436980687500002,7.659740875
155,California,Contra Costa,PM2.5 - Local Conditions,2013.8867924528302,1514.5094339622642,0.0,29.471698113207548,8.153217037735848,4.907388886792452
156,California,Contra Costa,Sulfur dioxide,2014.0,4737.658333333334,0.0,116.9,1.2569101916666665,1.0717373999999995
157,California,Del Norte,PM10 Total 0-10um STP,2012.5,58.0,0.0,4.5,14.301724,8.221584
158,California,Del Norte,PM2.5 - Local Conditions,2016.0,499.4,0.0,10.6,6.5933746,3.6600273999999997
159,California,El Dorado,Ozone,2013.9285714285713,5496.982142857143,0.0,75.5,0.0535750892857143,0.012058160714285716
160,California,El Dorado,PM10 Total 0-10um STP,2015.0,3631.0,0.0,112.5,15.628164666666668,11.823904666666666
161,California,Fresno,Carbon monoxide,2013.8636363636363,7033.318181818182,391.3636363636364,311.27272727272725,0.33711620454545443,0.20743538636363643
162,California,Fresno,Lead (TSP) LC,2014.0,58.4,0.0,7.4,0.0039236,0.0023682
163,California,Fresno,Nitrogen dioxide (NO2),2014.0,6977.0,0.0,1112.142857142857,16.70425994642857,8.949223267857143
164,California,Fresno,Ozone,2013.9142857142858,7201.892857142857,76.08571428571429,199.7,0.051522207142857164,0.018030578571428573
165,California,Fresno,PM10 Total 0-10um STP,2014.3947368421052,1980.7894736842106,506.63157894736844,166.60526315789474,36.335897763157895,24.144774789473686
166,California,Fresno,PM2.5 - Local Conditions,2013.979381443299,1001.2680412371134,81.79381443298969,56.08247422680412,15.91624486082474,11.720424737113426
167,California,Fresno,Sulfur dioxide,2013.8181818181818,8840.636363636364,0.0,147.27272727272728,0.7133982272727273,0.683523409090909
168,California,Glenn,Ozone,2014.0,7913.7,0.0,107.65,0.04253995,0.01117215
169,California,Glenn,PM10 Total 0-10um STP,2014.375,3330.125,0.0,98.625,21.81575025,18.0314965
170,California,Humboldt,Carbon monoxide,2014.0,8049.5,0.0,364.0,0.27763945,0.12902125000000003
171,California,Humboldt,Nitrogen dioxide (NO2),2014.0,7601.1,0.0,1139.5,3.300815300000001,2.6085561000000004
172,California,Humboldt,Ozone,2014.0,7611.475,0.0,144.45,0.029768999999999997,0.007538649999999999
173,California,Humboldt,PM10 Total 0-10um STP,2013.75,2217.5,0.0,83.91666666666667,15.876923000000003,11.144233166666666
174,California,Humboldt,PM2.5 - Local Conditions,2013.764705882353,869.2941176470588,746.5882352941177,14.294117647058824,6.715356470588238,4.637075970588237
175,California,Humboldt,Sulfur dioxide,2014.0,22997.16,0.0,1588.3,0.07924416000000001,0.3181119600000001
176,California,Imperial,Carbon monoxide,2013.909090909091,7024.5,0.0,499.8636363636364,0.2957668636363636,0.3510869999999999
177,California,Imperial,Lead (TSP) LC,2013.5,56.5,0.0,4.5,0.01694675,0.01677375
178,California,Imperial,Nitrogen dioxide (NO2),2014.0,8145.7,0.0,559.9,17.5716158,11.51067585
179,California,Imperial,Ozone,2014.0555555555557,7278.847222222223,0.0,206.40277777777777,0.047129249999999984,0.012312222222222223
180,California,Imperial,PM10 Total 0-10um STP,2014.5669291338584,2525.228346456693,45.52755905511811,56.28346456692913,47.01627985826772,43.84000328346458
181,California,Imperial,PM2.5 - Local Conditions,2013.9642857142858,746.1964285714286,595.0357142857143,17.339285714285715,11.643631241071436,6.973434142857145
182,California,Imperial,Sulfur dioxide,2013.8333333333333,3930.7916666666665,0.0,255.75,0.9914761250000002,0.997273666666667
183,California,Inyo,Carbon monoxide,2016.0,8018.0,0.0,246.5,0.1121315,0.024398000000000003
184,California,Inyo,Ozone,2014.3846153846155,7552.9807692307695,1718.673076923077,94.84615384615384,0.04660282692307694,0.010415865384615383
185,California,Inyo,PM10 Total 0-10um STP,2014.2290076335878,3157.0687022900765,1526.824427480916,234.00763358778627,28.00890439694657,40.15310890839694
186,California,Inyo,PM2.5 - Local Conditions,2014.1780821917807,1138.890410958904,1.9726027397260273,45.986301369863014,6.844227109589044,9.334742315068493
187,California,Inyo,Sulfur dioxide,2015.5555555555557,7610.777777777777,0.0,833.4444444444445,0.030149999999999996,0.043473333333333336
188,California,Kern,Carbon monoxide,2014.2222222222222,7159.333333333333,1533.0,222.5,0.23180516666666667,0.10869155555555556
189,California,Kern,Nitrogen dioxide (NO2),2014.0,7448.45,0.0,772.75,18.264815425000002,8.5597555
190,California,Kern,Ozone,2014.0,7535.4,0.0,174.875,0.05372536874999998,0.01657403124999999
191,California,Kern,PM10 Total 0-10um STP,2014.0943396226414,1320.2641509433963,2.792452830188679,109.62264150943396,38.75754994339622,28.166807943396222
192,California,Kern,PM2.5 - Local Conditions,2013.970802919708,466.7956204379562,0.17518248175182483,33.802919708029194,13.400675671532836,11.354821649635026
193,California,Kings,Nitrogen dioxide (NO2),2014.0,7845.0,0.0,924.6,14.937016600000002,8.9312731
194,California,Kings,Ozone,2014.0,7160.85,961.65,306.1,0.050794950000000005,0.016146349999999997
195,California,Kings,PM10 Total 0-10um STP,2013.9038461538462,3420.1923076923076,1238.7307692307693,459.75,48.16199959615384,34.565771384615395
196,California,Kings,PM2.5 - Local Conditions,2014.0,1132.4888888888888,0.0,33.68888888888889,17.950655711111114,14.660246866666668
197,California,Lake,Ozone,2013.4285714285713,7943.178571428572,0.7857142857142857,119.71428571428571,0.03921139285714286,0.009677214285714287
198,California,Lake,PM10 Total 0-10um STP,2014.5714285714287,56.5,0.14285714285714285,2.5714285714285716,8.06057742857143,5.122233071428573
199,California,Lake,PM2.5 - Local Conditions,2014.2857142857142,60.285714285714285,0.2857142857142857,1.5714285714285714,3.6444407142857145,3.6331547142857157
200,California,Los Angeles,Carbon monoxide,2013.92,7832.046666666667,0.0,425.18666666666667,0.3874207466666665,0.27176833333333333
201,California,Los Angeles,Lead (TSP) LC,2013.9571428571428,71.52857142857142,0.0,6.4,0.020350057142857148,0.015438400000000001
202,California,Los Angeles,Nitrogen dioxide (NO2),2013.9583333333333,7280.027777777777,0.0,1165.486111111111,23.061870277777793,12.024979375
203,California,Los Angeles,Ozone,2013.9142857142858,7407.728571428572,0.0,187.95357142857142,0.04676522499999996,0.01455608571428571
204,California,Los Angeles,PM10 Total 0-10um STP,2013.3333333333333,2538.451612903226,6.817204301075269,189.29032258064515,26.8169592795699,13.203829301075265
205,California,Los Angeles,PM2.5 - Local Conditions,2013.9884393063585,220.7485549132948,0.3468208092485549,48.49710982658959,11.441842606936424,6.315222947976879
206,California,Los Angeles,Sulfur dioxide,2013.7,19575.23,0.0,3886.25,0.7677956900000001,0.85556316
207,California,Madera,Carbon monoxide,2015.0,6043.166666666667,3023.3333333333335,45.0,0.20228433333333332,0.12640400000000002
208,California,Madera,Nitrogen dioxide (NO2),2014.0,6626.8,0.0,2142.8,10.6464746,6.3305311
209,California,Madera,Ozone,2013.7692307692307,6920.0192307692305,355.5769230769231,272.46153846153845,0.051700230769230776,0.01583490384615385
210,California,Madera,PM10 Total 0-10um STP,2013.5263157894738,4031.0,1756.7368421052631,392.89473684210526,28.022577684210518,19.602278631578947
211,California,Madera,PM2.5 - Local Conditions,2013.753846153846,1734.3076923076924,597.5384615384615,100.13846153846154,12.86470138461539,9.04379604615385
212,California,Marin,Carbon monoxide,2014.0,8494.3,0.0,83.0,0.3527361,0.1527962
213,California,Marin,Nitrogen dioxide (NO2),2014.0,8329.0,0.0,164.4,15.619701999999998,9.313498099999999
214,California,Marin,Ozone,2014.0,7955.75,0.0,41.4,0.03166425,0.008814100000000002
215,California,Marin,PM10 Total 0-10um STP,2014.0,59.8,0.0,1.0,13.693871999999999,6.5710116
216,California,Marin,PM2.5 - Local Conditions,2014.0,1935.08,0.0,22.24,8.994500840000002,4.980892719999998
217,California,Mariposa,Ozone,2013.5,5175.071428571428,121.17857142857143,85.55357142857143,0.05520667857142858,0.01013748214285714
218,California,Mariposa,PM10 Total 0-10um STP,2014.3333333333333,2264.6666666666665,0.0,177.0,21.087719888888888,17.687987999999997
219,California,Mendocino,Ozone,2014.0,6584.3,0.0,367.45,0.032527150000000005,0.009591700000000002
220,California,Mendocino,PM10 Total 0-10um STP,2014.2857142857142,4124.642857142857,33.285714285714285,241.57142857142858,13.018102499999998,10.155191928571428
221,California,Mendocino,PM2.5 - Local Conditions,2014.25,1772.7375,10.75,195.9875,7.694160824999999,5.319297712500001
222,California,Merced,Nitrogen dioxide (NO2),2014.0,7403.4,0.0,1366.2,12.180010499999998,7.294958000000001
223,California,Merced,Ozone,2014.0,7315.0,0.0,267.2,0.048989149999999995,0.01710635
224,California,Merced,PM10 Total 0-10um STP,2014.0,57.2,0.0,7.4,30.720888199999997,16.4490104
225,California,Merced,PM2.5 - Local Conditions,2013.8181818181818,1290.8909090909092,0.8727272727272727,43.527272727272724,12.380369345454534,10.06027718181818
226,California,Mono,PM10 Total 0-10um STP,2014.1538461538462,1449.1153846153845,0.15384615384615385,111.46153846153847,33.32674065384616,153.28387976923077
